objectid;id_nro;xkoord;ykoord;vaesto
23381.0;56355.0;389000.0;6683000.0;2858.0
23380.0;56354.0;388000.0;6683000.0;2798.0
23379.0;56353.0;387000.0;6683000.0;2884.0
23378.0;56352.0;386000.0;6683000.0;10.0
23377.0;56351.0;385000.0;6683000.0;3.0
19715.0;50941.0;375000.0;6675000.0;2207.0
19714.0;50940.0;374000.0;6675000.0;27.0
19713.0;50939.0;373000.0;6675000.0;934.0
19712.0;50938.0;372000.0;6675000.0;905.0
19711.0;50937.0;371000.0;6675000.0;2731.0
19710.0;50936.0;370000.0;6675000.0;3016.0
19709.0;50935.0;369000.0;6675000.0;869.0
19708.0;50934.0;368000.0;6675000.0;108.0
19707.0;50933.0;367000.0;6675000.0;1123.0
19706.0;50932.0;366000.0;6675000.0;2989.0
19705.0;50931.0;365000.0;6675000.0;128.0
19704.0;50930.0;364000.0;6675000.0;31.0
19703.0;50929.0;363000.0;6675000.0;8.0
19702.0;50928.0;362000.0;6675000.0;30.0
19701.0;50927.0;361000.0;6675000.0;29.0
19700.0;50926.0;360000.0;6675000.0;43.0
19292.0;50290.0;399000.0;6674000.0;4.0
19291.0;50289.0;398000.0;6674000.0;2.0
19290.0;50288.0;397000.0;6674000.0;11.0
19289.0;50287.0;396000.0;6674000.0;200.0
19288.0;50286.0;395000.0;6674000.0;987.0
19287.0;50285.0;394000.0;6674000.0;12.0
19286.0;50284.0;393000.0;6674000.0;180.0
19285.0;50283.0;392000.0;6674000.0;2772.0
19284.0;50282.0;391000.0;6674000.0;4038.0
19283.0;50281.0;390000.0;6674000.0;5412.0
19282.0;50280.0;389000.0;6674000.0;1049.0
19281.0;50279.0;388000.0;6674000.0;1.0
19280.0;50278.0;387000.0;6674000.0;7027.0
19279.0;50277.0;386000.0;6674000.0;14594.0
19278.0;50276.0;385000.0;6674000.0;4559.0
19277.0;50275.0;384000.0;6674000.0;6154.0
19276.0;50274.0;383000.0;6674000.0;4242.0
19275.0;50273.0;382000.0;6674000.0;649.0
19274.0;50272.0;381000.0;6674000.0;237.0
19273.0;50271.0;380000.0;6674000.0;2080.0
19272.0;50270.0;379000.0;6674000.0;1160.0
19271.0;50269.0;378000.0;6674000.0;1580.0
19270.0;50268.0;377000.0;6674000.0;2978.0
19269.0;50267.0;376000.0;6674000.0;1984.0
19268.0;50266.0;375000.0;6674000.0;1501.0
19267.0;50265.0;374000.0;6674000.0;3213.0
19266.0;50264.0;373000.0;6674000.0;385.0
19265.0;50263.0;372000.0;6674000.0;8.0
19264.0;50262.0;371000.0;6674000.0;89.0
19263.0;50261.0;370000.0;6674000.0;328.0
19262.0;50260.0;369000.0;6674000.0;57.0
19261.0;50259.0;368000.0;6674000.0;784.0
19260.0;50258.0;367000.0;6674000.0;746.0
